ID	Gene Ontology Molecular Function
96912_s_at	0004869 // cysteine protease inhibitor activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008234 // cysteine-type peptidase activity // inferred from electronic annotation
96913_at	0003824 // catalytic activity // inferred from electronic annotation /// 0003988 // acetyl-CoA C-acyltransferase activity // inferred from direct assay /// 0003988 // acetyl-CoA C-acyltransferase activity // inferred from electronic annotation /// 0008415 // acyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
96915_f_at	
96916_at	0003735 // structural constituent of ribosome // inferred from electronic annotation
96917_at	
96918_at	"0003824 // catalytic activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0042132 // fructose 1,6-bisphosphate 1-phosphatase activity // inferred from electronic annotation /// 0042578 // phosphoric ester hydrolase activity // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from electronic annotation"
96919_at	"0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0008553 // hydrogen-exporting ATPase activity, phosphorylative mechanism // not recorded /// 0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation"
96920_at	0003824 // catalytic activity // inferred from electronic annotation /// 0004252 // serine-type endopeptidase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005520 // insulin-like growth factor binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008236 // serine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0019838 // growth factor binding // inferred from electronic annotation
96921_at	0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation
96924_at	
96925_at	"0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation"
96926_at	0005509 // calcium ion binding // inferred from electronic annotation /// 0005539 // glycosaminoglycan binding // inferred from direct assay /// 0008201 // heparin binding // inferred from direct assay
96929_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation
96930_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation
96931_at	
96932_at	
96934_at	
96935_at	
96936_at	0005198 // structural molecule activity // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation
96937_at	0051082 // unfolded protein binding // inferred from electronic annotation
96938_at	0008415 // acyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0047961 // glycine N-acyltransferase activity // inferred from electronic annotation
96939_at	0003774 // motor activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation
96940_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0016563 // transcription activator activity // inferred from genetic interaction
96941_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation
96942_at	0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation
96943_at	0005515 // protein binding // inferred from physical interaction
96945_at	0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation
96946_at	0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation
96947_at	0009055 // electron carrier activity // traceable author statement /// 0009055 // electron carrier activity // inferred from electronic annotation
96948_at	"0003824 // catalytic activity // inferred from electronic annotation /// 0004155 // 6,7-dihydropteridine reductase activity // inferred from electronic annotation /// 0004155 // 6,7-dihydropteridine reductase activity // inferred from sequence or structural similarity /// 0005488 // binding // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation"
96949_at	
96950_at	0005125 // cytokine activity // inferred from electronic annotation /// 0008009 // chemokine activity // inferred from electronic annotation
96951_at	"0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0042626 // ATPase activity, coupled to transmembrane movement of substances // inferred from electronic annotation /// 0046961 // proton-transporting ATPase activity, rotational mechanism // inferred from electronic annotation"
96952_at	0004175 // endopeptidase activity // inferred from electronic annotation /// 0004298 // threonine-type endopeptidase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
96953_at	0005125 // cytokine activity // inferred from electronic annotation /// 0008009 // chemokine activity // inferred from electronic annotation
96954_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
96955_at	0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
96956_at	0004601 // peroxidase activity // inferred from electronic annotation /// 0016209 // antioxidant activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0051920 // peroxiredoxin activity // inferred from electronic annotation
96957_at	0005509 // calcium ion binding // inferred from sequence or structural similarity /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from electronic annotation
96958_at	0005509 // calcium ion binding // inferred from sequence or structural similarity /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from electronic annotation
96959_at	0004842 // ubiquitin-protein ligase activity // inferred from direct assay /// 0004842 // ubiquitin-protein ligase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0016874 // ligase activity // inferred from electronic annotation /// 0019787 // small conjugating protein ligase activity // inferred from electronic annotation /// 0043130 // ubiquitin binding // inferred from sequence or structural similarity
96961_at	0003677 // DNA binding // inferred from electronic annotation /// 0003682 // chromatin binding // inferred from direct assay /// 0004842 // ubiquitin-protein ligase activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
96962_at	0003735 // structural constituent of ribosome // inferred from electronic annotation
96963_s_at	
96964_at	0003823 // antigen binding // inferred from electronic annotation
96965_at	0005212 // structural constituent of eye lens // inferred from electronic annotation
96966_at	0003823 // antigen binding // inferred from electronic annotation /// 0003823 // antigen binding // inferred from direct assay /// 0004888 // transmembrane receptor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction
96967_at	
96968_at	0005126 // hematopoietin/interferon-class (D200-domain) cytokine receptor binding // inferred from electronic annotation /// 0005132 // interferon-alpha/beta receptor binding // inferred from direct assay
96969_at	0003823 // antigen binding // inferred from electronic annotation
96970_at	0003823 // antigen binding // inferred from electronic annotation
96971_f_at	0003823 // antigen binding // inferred from electronic annotation
96972_f_at	0003823 // antigen binding // inferred from electronic annotation
96973_f_at	
96974_at	
96975_at	
96976_f_at	0005515 // protein binding // inferred from physical interaction
96977_at	
96978_at	0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005543 // phospholipid binding // inferred from direct assay /// 0008270 // zinc ion binding // non-traceable author statement /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0017137 // Rab GTPase binding // inferred from electronic annotation /// 0042043 // neurexin binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation
96979_at	0005215 // transporter activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
96980_at	0000146 // microfilament motor activity // not recorded /// 0000166 // nucleotide binding // inferred from electronic annotation /// 0003774 // motor activity // inferred from electronic annotation /// 0003779 // actin binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005516 // calmodulin binding // inferred from electronic annotation /// 0005524 // ATP binding // not recorded /// 0005524 // ATP binding // inferred from electronic annotation /// 0030898 // actin-dependent ATPase activity // not recorded /// 0043531 // ADP binding // not recorded /// 0051015 // actin filament binding // not recorded /// 0051015 // actin filament binding // inferred from electronic annotation
96981_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96982_g_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96983_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96984_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96985_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96986_at	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // inferred from electronic annotation
96987_at	0003677 // DNA binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from sequence or structural similarity /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0008134 // transcription factor binding // inferred from sequence or structural similarity /// 0016563 // transcription activator activity // inferred from direct assay /// 0019899 // enzyme binding // inferred from sequence or structural similarity /// 0043565 // sequence-specific DNA binding // inferred from direct assay /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
96992_r_at	0003823 // antigen binding // inferred from electronic annotation
96993_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from mutant phenotype /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0016563 // transcription activator activity // traceable author statement /// 0016564 // transcription repressor activity // traceable author statement
96994_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
96995_at	0003824 // catalytic activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016768 // spermine synthase activity // not recorded /// 0016768 // spermine synthase activity // inferred from electronic annotation
96996_at	0004872 // receptor activity // inferred from electronic annotation /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from mutant phenotype /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005230 // extracellular ligand-gated ion channel activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0030594 // neurotransmitter receptor activity // inferred from electronic annotation
96997_at	0005216 // ion channel activity // inferred from electronic annotation /// 0005272 // sodium channel activity // inferred from electronic annotation /// 0015280 // amiloride-sensitive sodium channel activity // not recorded /// 0031402 // sodium ion binding // inferred from electronic annotation
96998_at	"0004653 // polypeptide N-acetylgalactosaminyltransferase activity // inferred from direct assay /// 0004653 // polypeptide N-acetylgalactosaminyltransferase activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005529 // sugar binding // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation /// 0030145 // manganese ion binding // inferred from electronic annotation"
96999_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97000_s_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97001_r_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97002_f_at	
97003_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97004_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97005_at	0004872 // receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // not recorded /// 0004984 // olfactory receptor activity // traceable author statement /// 0004984 // olfactory receptor activity // inferred from electronic annotation
97006_s_at	0004872 // receptor activity // inferred from electronic annotation /// 0004896 // cytokine receptor activity // inferred from electronic annotation /// 0004923 // leukemia inhibitory factor receptor activity // not recorded /// 0004923 // leukemia inhibitory factor receptor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction
97007_at	"0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation"
97008_f_at	0003823 // antigen binding // inferred from direct assay /// 0003823 // antigen binding // inferred from electronic annotation
97009_f_at	0003823 // antigen binding // inferred from direct assay
97010_at	0004872 // receptor activity // inferred from electronic annotation /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from direct assay /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from genetic interaction /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from mutant phenotype /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005230 // extracellular ligand-gated ion channel activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0015464 // acetylcholine receptor activity // inferred from electronic annotation /// 0030594 // neurotransmitter receptor activity // inferred from electronic annotation
97012_f_at	0004842 // ubiquitin-protein ligase activity // inferred from sequence or structural similarity /// 0016301 // kinase activity // inferred from electronic annotation
97013_f_at	0005506 // iron ion binding // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0020037 // heme binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97017_f_at	
97048_at	
97049_at	
97052_at	0001948 // glycoprotein binding // inferred from electronic annotation /// 0001948 // glycoprotein binding // inferred from sequence or structural similarity /// 0002020 // protease binding // not recorded /// 0002020 // protease binding // inferred from electronic annotation /// 0002020 // protease binding // inferred from sequence or structural similarity /// 0005178 // integrin binding // inferred from electronic annotation /// 0005178 // integrin binding // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0005518 // collagen binding // inferred from electronic annotation /// 0005518 // collagen binding // inferred from sequence or structural similarity /// 0019865 // immunoglobulin binding // inferred from electronic annotation /// 0019865 // immunoglobulin binding // inferred from sequence or structural similarity /// 0042803 // protein homodimerization activity // inferred from electronic annotation /// 0042803 // protein homodimerization activity // inferred from sequence or structural similarity /// 0047485 // protein N-terminus binding // inferred from electronic annotation /// 0047485 // protein N-terminus binding // inferred from sequence or structural similarity /// 0051087 // chaperone binding // inferred from electronic annotation /// 0051087 // chaperone binding // inferred from sequence or structural similarity
97053_at	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0004950 // chemokine receptor activity // inferred from electronic annotation
97054_at	0005351 // sugar:hydrogen symporter activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction
97055_s_at	0004601 // peroxidase activity // not recorded /// 0004601 // peroxidase activity // inferred from electronic annotation /// 0016209 // antioxidant activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0051920 // peroxiredoxin activity // inferred from electronic annotation
97058_f_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation
97060_at	0004497 // monooxygenase activity // inferred from electronic annotation /// 0019904 // protein domain specific binding // inferred from direct assay /// 0019904 // protein domain specific binding // inferred from electronic annotation
97061_g_at	0004497 // monooxygenase activity // inferred from electronic annotation /// 0019904 // protein domain specific binding // inferred from direct assay /// 0019904 // protein domain specific binding // inferred from electronic annotation
97073_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation
97077_f_at	0005515 // protein binding // inferred from physical interaction
97080_at	
97082_at	0015105 // arsenite transmembrane transporter activity // inferred from electronic annotation /// 0015137 // citrate transmembrane transporter activity // inferred from electronic annotation
97083_at	0003743 // translation initiation factor activity // inferred from electronic annotation /// 0003743 // translation initiation factor activity // inferred from sequence or structural similarity /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97084_at	
97085_at	
97086_i_at	
97087_f_at	
97088_at	
97089_at	0003824 // catalytic activity // inferred from electronic annotation /// 0004180 // carboxypeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from direct assay /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016805 // dipeptidase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97090_at	0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97091_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // not recorded /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
97092_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from direct assay /// 0030528 // transcription regulator activity // inferred from electronic annotation
97094_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004689 // phosphorylase kinase activity // inferred from electronic annotation /// 0005516 // calmodulin binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
97095_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
97096_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008603 // cAMP-dependent protein kinase regulator activity // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0030552 // cAMP binding // inferred from electronic annotation
97097_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003774 // motor activity // inferred from electronic annotation /// 0003779 // actin binding // inferred from electronic annotation /// 0005096 // GTPase activator activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0019992 // diacylglycerol binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97098_at	0003824 // catalytic activity // inferred from electronic annotation /// 0016829 // lyase activity // inferred from electronic annotation /// 0030170 // pyridoxal phosphate binding // inferred from electronic annotation
97099_at	0005215 // transporter activity // inferred from electronic annotation /// 0005452 // inorganic anion exchanger activity // inferred from electronic annotation /// 0008509 // anion transmembrane transporter activity // inferred from electronic annotation /// 0015297 // antiporter activity // inferred from electronic annotation /// 0015380 // anion exchanger activity // inferred from electronic annotation /// 0031402 // sodium ion binding // inferred from electronic annotation
97100_at	0005216 // ion channel activity // inferred from electronic annotation /// 0005516 // calmodulin binding // inferred from direct assay /// 0005516 // calmodulin binding // inferred from electronic annotation /// 0015269 // calcium-activated potassium channel activity // inferred from electronic annotation /// 0016286 // small conductance calcium-activated potassium channel activity // not recorded /// 0016286 // small conductance calcium-activated potassium channel activity // inferred from electronic annotation
97101_at	0003774 // motor activity // traceable author statement /// 0003774 // motor activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008307 // structural constituent of muscle // traceable author statement
97102_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004222 // metalloendopeptidase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97103_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0000287 // magnesium ion binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0008531 // riboflavin kinase activity // not recorded /// 0008531 // riboflavin kinase activity // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97104_g_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0000287 // magnesium ion binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0008531 // riboflavin kinase activity // not recorded /// 0008531 // riboflavin kinase activity // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97105_at	0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97106_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0000287 // magnesium ion binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004709 // MAP kinase kinase kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97107_at	
97108_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation
97109_at	0003824 // catalytic activity // inferred from electronic annotation /// 0004252 // serine-type endopeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008236 // serine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
97110_at	0001517 // N-acetylglucosamine 6-O-sulfotransferase activity // inferred from electronic annotation /// 0008146 // sulfotransferase activity // inferred from direct assay /// 0008146 // sulfotransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
97111_at	0050811 // GABA receptor binding // not recorded
97112_at	
97113_at	0005125 // cytokine activity // inferred from electronic annotation /// 0005164 // tumor necrosis factor receptor binding // inferred from electronic annotation
97114_at	
97115_at	
97116_at	
97117_at	
97118_at	
97119_at	
97120_at	
97121_at	0008083 // growth factor activity // inferred from electronic annotation
97122_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0030528 // transcription regulator activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from direct assay /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
97123_at	0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0003707 // steroid hormone receptor activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004879 // ligand-dependent nuclear receptor activity // inferred from electronic annotation /// 0019904 // protein domain specific binding // inferred from electronic annotation /// 0042803 // protein homodimerization activity // inferred from electronic annotation
97124_at	
97125_f_at	0042605 // peptide antigen binding // inferred from direct assay /// 0042605 // peptide antigen binding // inferred by curator
97126_at	0004872 // receptor activity // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005219 // ryanodine-sensitive calcium-release channel activity // inferred from electronic annotation /// 0005262 // calcium channel activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation
97127_f_at	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from electronic annotation
97128_at	0004872 // receptor activity // inferred from electronic annotation /// 0004896 // cytokine receptor activity // inferred from electronic annotation
97129_at	
97130_at	0004057 // arginyltransferase activity // inferred from direct assay /// 0004057 // arginyltransferase activity // inferred from electronic annotation /// 0008415 // acyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
97131_at	0005515 // protein binding // inferred from electronic annotation
97132_at	0004772 // sterol O-acyltransferase activity // inferred from direct assay /// 0008415 // acyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0034736 // cholesterol O-acyltransferase activity // inferred from electronic annotation /// 0034737 // ergosterol O-acyltransferase activity // inferred from electronic annotation /// 0034738 // lanosterol O-acyltransferase activity // inferred from electronic annotation
97133_at	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0019904 // protein domain specific binding // not recorded /// 0046872 // metal ion binding // inferred from electronic annotation /// 0070063 // RNA polymerase binding // inferred from sequence or structural similarity
97134_at	
97135_at	
