Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
229470_at	---	---	Hs.710244	---
229471_s_at	"Splicing factor, arginine/serine-rich 2B"	SFRS2B	Hs.476680	chr11q22
229472_at	SFT2 domain containing 3	SFT2D3	Hs.345849	chr2q14.3
229473_at	MAM domain containing 4	MAMDC4	Hs.376780	chr9q34.3
229474_at	"Microtubule associated monoxygenase, calponin and LIM domain containing 3"	MICAL3	Hs.646433	chr22q11.21
229475_at	maelstrom homolog (Drosophila)	MAEL	Hs.651245	chr1q24.1
229476_s_at	"thyroid hormone responsive (SPOT14 homolog, rat)"	THRSP	Hs.591969	chr11q13.5
229477_at	"thyroid hormone responsive (SPOT14 homolog, rat)"	THRSP	Hs.591969	chr11q13.5
229478_x_at	"basic, immunoglobulin-like variable motif containing"	BIVM	Hs.288809	chr13q32-q33.1
229479_at	---	---	Hs.152812	---
229480_at	---	---	Hs.31474	---
229481_at	hypothetical protein LOC283859	LOC283859	---	chr16q12.1
229482_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	DDX51	Hs.445168	chr12q24.33
229483_at	---	---	Hs.657369	---
229484_at	protein phosphatase 1J (PP2C domain containing)	PPM1J	Hs.655231	chr1p13.2
229485_x_at	shisa homolog 3 (Xenopus laevis)	SHISA3	Hs.370904	chr4p13
229486_s_at	Transmembrane protein 132A	TMEM132A	Hs.118552	chr11q12.2
229487_at	early B-cell factor 1	EBF1	Hs.573143	chr5q34
229488_at	OTU domain containing 7B	OTUD7B	Hs.98322	chr1q21.2
229489_at	---	---	Hs.657999	---
229490_s_at	---	---	Hs.133294	---
229491_at	Na+/H+ exchanger domain containing 2	NHEDC2	Hs.546482	chr4q24
229492_at	"vang-like 1 (van gogh, Drosophila)"	VANGL1	Hs.515130	chr1p11-p13.1
229493_at	---	---	Hs.667234	---
229494_s_at	"Pleckstrin homology-like domain, family A, member 2"	PHLDA2	Hs.154036	chr11p15.5
229495_at	Peptidase M20 domain containing 2	PM20D2	Hs.709364	chr6q15
229496_at	"CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)"	CLP1	Hs.523687	chr11q12
229497_at	ankyrin repeat and death domain containing 1A	ANKDD1A	Hs.207157	chr15q22.31
229498_at	---	---	Hs.291319	---
229499_at	calpain 13	CAPN13	Hs.660911	chr2p22-p21
229500_at	"solute carrier family 30 (zinc transporter), member 9"	SLC30A9	Hs.479634	chr4p13-p12
229501_s_at	ubiquitin specific peptidase 8	USP8	Hs.644563	chr15q21.2
229502_at	choline dehydrogenase	CHDH	Hs.126688	chr3p21.1
229503_at	"Solute carrier family 15, member 4"	SLC15A4	Hs.699387	chr12q24.32
229504_at	---	---	Hs.597961	---
229505_at	---	---	---	---
229506_at	---	---	Hs.592572	---
229507_at	chromosome 3 open reading frame 54	C3orf54	Hs.86674	chr3p21.31
229508_at	U2 small nuclear RNA auxiliary factor 2	U2AF2	Hs.528007	chr19q13.42
229509_at	major facilitator superfamily domain containing 8	MFSD8	Hs.480701	chr4q28.1-q28.2
229510_at	"membrane-spanning 4-domains, subfamily A, member 14"	MS4A14	Hs.709736	chr11q12.2
229511_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	SMARCE1	Hs.696086	chr17q21.2
229512_at	family with sequence similarity 120C	FAM120C	Hs.86045	chrXp11.22
229513_at	Chromosome 9 open reading frame 45	STRBP	Hs.708072	chr9q33.3
229514_at	chromosome 14 open reading frame 118	C14orf118	Hs.410231	chr14q22.1-q24.3
229515_at	"PRKC, apoptosis, WT1, regulator"	PAWR	Hs.643130	chr12q21
229516_at	WD repeat domain 31	WDR31	Hs.133331	chr9q32
229517_at	protein tyrosine phosphatase domain containing 1	PTPDC1	Hs.437943	chr9q22.32
229518_at	"family with sequence similarity 46, member B"	FAM46B	Hs.632378	chr1p36.11
229519_at	"fragile X mental retardation, autosomal homolog 1"	FXR1	Hs.478407	chr3q28
229520_s_at	chromosome 14 open reading frame 118	C14orf118	Hs.410231	chr14q22.1-q24.3
229521_at	hypothetical protein FLJ36031	FLJ36031	Hs.29692	chr7q22.3
229522_at	NAD(P) dependent steroid dehydrogenase-like	HSPC105	Hs.87779	chr16q23.3
229523_at	Two transmembrane domain family member A	TTMA	Hs.346566	chr18p11.31
229524_at	KIAA0494	KIAA0494	Hs.714776	chr1pter-p22.1
229525_at	---	---	---	---
229526_at	aquaporin 11	AQP11	Hs.503345	chr11q14.1
229527_s_at	Oxysterol binding protein-like 11	OSBPL11	Hs.477440	chr3q21
229528_at	hypothetical protein LOC283378	LOC283378	Hs.594149	chr12q24.31
229529_at	transcription factor 21	TCF21	Hs.78061	chr6pter-qter
229530_at	"Guanylate cyclase 1, soluble, alpha 3"	GUCY1A3	Hs.24258	chr4q31.3-q33|4q31.1-q31.2
229531_at	---	---	Hs.530359	---
229532_at	zinc finger protein 502	ZNF502	Hs.224843	chr3p21.31
229533_x_at	zinc finger protein 680	ZNF680	Hs.520886	chr7q11.21
229534_at	acyl-CoA thioesterase 4	ACOT4	Hs.49433	chr14q24.3
229535_at	"protein tyrosine phosphatase, mitochondrial 1"	PTPMT1	Hs.700861	chr11p11.2
229536_at	REC8 homolog (yeast)	REC8	Hs.419259	chr14q11.2-q12
229537_at	---	---	Hs.654822	---
229538_s_at	IQ motif containing GTPase activating protein 3	IQGAP3	Hs.591495	chr1q22-q23.1
229539_at	"ATP-binding cassette, sub-family B (MDR/TAP), member 8"	ABCB8	Hs.647118	chr7q36
229540_at	recombination signal binding protein for immunoglobulin kappa J region	RBPJ	Hs.479396	chr4p15.2
229541_at	---	---	---	---
229542_at	chromosome 20 open reading frame 85	C20orf85	Hs.43977	chr20q13.32
229543_at	"Family with sequence similarity 26, member F"	FAM26F	Hs.381220	chr6q22.1
229544_at	---	---	Hs.167087 /// Hs.621424	---
229545_at	fermitin family homolog 1 (Drosophila)	FERMT1	Hs.472054	chr20p12.3
229546_at	hypothetical LOC653602	LOC653602	Hs.657296	chr2p24.3
229547_s_at	WNK lysine deficient protein kinase 2	WNK2	Hs.654856	chr9q22.3
229548_at	---	---	Hs.659222	---
229549_at	---	---	Hs.592258	---
229550_at	KIAA1409	KIAA1409	Hs.126561	chr14q32.13
229551_x_at	zinc finger protein 367	ZNF367	Hs.494557	chr9q22|9q22.32
229552_at	hypothetical protein LOC283454	LOC283454	Hs.26605	chr12q24.23
229553_at	phosphoglucomutase 2-like 1	PGM2L1	Hs.26612	chr11q13.4
229554_at	---	---	Hs.597993	---
229555_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)	GALNT5	Hs.269027	chr2q24.1
229556_at	tetratricopeptide repeat domain 15	TTC15	Hs.252713	chr2p25.3
229557_at	maternally expressed 3 (non-protein coding)	MEG3	---	chr14q32
229558_at	---	---	Hs.300404	---
229559_at	hypothetical protein FLJ40125	FLJ40125	Hs.532872	chr19q13.32
229560_at	toll-like receptor 8	TLR8	Hs.660543	chrXp22
229561_at	leucine rich repeat containing 16B	LRRC16B	Hs.26135	chr14q11.2-q12
229562_at	similar to ribosomal protein L10a /// similar to ribosomal protein L10a /// ribosomal protein L10a	LOC100128936 /// LOC728979 /// RPL10A	Hs.148340	chr3p14.2 /// chr5q14.3 /// chr6p21.3-p21.2
229563_s_at	similar to ribosomal protein L10a /// ribosomal protein L10a	LOC100128936 /// RPL10A	Hs.148340	chr3p14.2 /// chr6p21.3-p21.2
229564_at	---	---	Hs.673293	---
229565_x_at	T-box 3	TBX3	Hs.714737	chr12q24.1
229566_at	similar to WDNM1-like protein	LOC645638	Hs.463652	chr17q23.1
229567_at	fat-inducing transcript 1	FIT1	Hs.128060	chr14q12
229568_at	"MOB1, Mps One Binder kinase activator-like 2B (yeast)"	MOBKL2B	Hs.369022	chr9p21.2
229569_at	---	---	Hs.49329	---
229570_at	"Laminin, alpha 5"	LAMA5	Hs.473256	chr20q13.2-q13.3
229571_at	---	---	Hs.660224	---
229572_at	---	---	Hs.25786	---
229573_at	"ubiquitin specific peptidase 9, X-linked"	USP9X	Hs.77578	chrXp11.4
229574_at	transformer-2 alpha	TRA2A	Hs.445652	chr7p15.3
229575_at	---	---	Hs.26297	---
229576_s_at	T-box 3	TBX3	Hs.714737	chr12q24.1
229577_at	---	---	Hs.657014	---
229578_at	junctophilin 2	JPH2	Hs.441737	chr20q13.12
229579_s_at	dispatched homolog 2 (Drosophila)	DISP2	Hs.355645	chr15q15.1
229580_at	---	---	Hs.7413	---
229581_at	extracellular leucine-rich repeat and fibronectin type III domain containing 1	ELFN1	Hs.699532	chr7p22.3
229582_at	INO80 complex subunit C	INO80C	Hs.464903	chr18q12.2
229583_at	---	---	Hs.687456	---
229584_at	leucine-rich repeat kinase 2	LRRK2	Hs.187636	chr12q12
229585_at	ADAMTS-like 1	ADAMTSL1	Hs.522019	chr9p22.2-p22.1
229586_at	chromodomain helicase DNA binding protein 9	CHD9	Hs.59159	chr16q12.2
229587_at	ubiquitin-like modifier activating enzyme 2	UBA2	Hs.631580	chr19q12
229588_at	"DnaJ (Hsp40) homolog, subfamily C, member 10"	DNAJC10	Hs.516632	chr2q32.1
229589_x_at	"Basic, immunoglobulin-like variable motif containing"	BIVM	Hs.288809	chr13q32-q33.1
229590_at	ribosomal protein L13	RPL13	Hs.410817	chr16q24.3|17p11.2
229591_at	Low density lipoprotein receptor-related protein 5	LRP5	Hs.6347	chr11q13.4
229592_at	---	---	Hs.632979	---
229593_at	---	---	Hs.659631	---
229594_at	"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)"	SPTY2D1	Hs.268668	chr11p15.1
229595_at	coiled-coil-helix-coiled-coil-helix domain containing 4	CHCHD4	Hs.517815	chr3p25.1
229596_at	amidohydrolase domain containing 1	AMDHD1	Hs.424907	chr12q23.1
229597_s_at	WDFY family member 4	WDFY4	Hs.287379	chr10q11.22
229598_at	COBL-like 1	COBLL1	Hs.470457	chr2q24.3
229599_at	hypothetical gene supported by BC022385; BC035868; BC048326	LOC440335	Hs.390599	chr16p13.3
229600_s_at	Carboxypeptidase D	CPD	Hs.446079	chr17q11.2
229601_at	SCY1-like 1 (S. cerevisiae)	SCYL1	Hs.238839	chr11q13
229602_at	---	---	Hs.129777	---
229603_at	Bardet-Biedl syndrome 12	BBS12	Hs.400698	chr4q27
229604_at	cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase) pseudogene	CMAH	Hs.484918	chr6p21.32
229605_at	hypothetical protein LOC606495	LOC606495	Hs.591426	chr1p32.3
229606_at	---	---	Hs.708510	---
229607_at	---	---	---	---
229608_at	chromosome 1 open reading frame 183	C1orf183	Hs.193406	chr1p13.2
229609_at	hypothetical LOC728190	LOC728190	Hs.655534	chr10q23.2
229610_at	cytoskeleton associated protein 2-like	CKAP2L	Hs.434250	chr2q13
229611_at	leishmanolysin-like (metallopeptidase M8 family)	LMLN	Hs.518540	chr3q29
229612_at	---	---	Hs.435957	---
229613_at	---	---	Hs.116424	---
229614_at	zinc finger protein 320	ZNF320	Hs.446907	chr19q13.41
229615_at	---	---	Hs.708692	---
229616_s_at	GRAM domain containing 2	GRAMD2	Hs.596332	chr15q23
229617_x_at	"adaptor-related protein complex 2, alpha 1 subunit"	AP2A1	Hs.467125	chr19q13.33
229618_at	sorting nexin 16	SNX16	Hs.492121	chr8q21.13
229619_at	Folate receptor 2 (fetal)	FOLR2	Hs.433159	chr11q13.3-q13.5
229620_at	"Selenoprotein P, plasma, 1"	SEPP1	Hs.714733	chr5q31
229621_x_at	---	---	Hs.713683	---
229622_at	"family with sequence similarity 132, member B"	FAM132B	Hs.24951	chr2q37.3
229623_at	Hypothetical LOC441027	FLJ12993	Hs.507676	chr4q21.22
229624_at	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	OPA3	Hs.466945	chr19q13.32
229625_at	guanylate binding protein 5	GBP5	Hs.513726	chr1p22.2
229626_at	chromosome 12 open reading frame 68	C12orf68	Hs.251699	chr12q13.11
229627_at	KIAA1529	KIAA1529	Hs.435629	chr9q22.33
229628_s_at	KIAA1529	KIAA1529	Hs.435629	chr9q22.33
229629_at	---	---	Hs.96886	---
229630_s_at	Wilms tumor 1 associated protein	WTAP	Hs.446091	chr6q25-q27
229631_at	dynein heavy chain domain 1	DNHD1	Hs.424183	chr11p15.4
229632_s_at	integrator complex subunit 10	INTS10	Hs.512627	chr8p21.3
229633_at	integrator complex subunit 10	INTS10	Hs.512627	chr8p21.3
229634_at	transmembrane protein 139	TMEM139	Hs.17558	chr7q34
229635_at	---	---	Hs.235795	---
229636_at	hypothetical protein LOC100131226	LOC100131226	Hs.695892	chr3p21.31
229637_at	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	RIC8B	Hs.131306	chr12q23.3
229638_at	iroquois homeobox 3	IRX3	Hs.499205	chr16q12.2
229639_s_at	"Solute carrier family 19 (folate transporter), member 1"	SLC19A1	Hs.84190	chr21q22.3
229640_x_at	---	---	Hs.380803	---
229641_at	---	---	Hs.49943	---
229642_at	Rho guanine nucleotide exchange factor (GEF) 7	ARHGEF7	Hs.508738	chr13q34
229643_at	"Integrin, alpha 6"	ITGA6	Hs.133397	chr2q31.1
229644_at	Prolyl endopeptidase	PREP	Hs.436564	chr6q22
229645_at	chromosome 18 open reading frame 51	C18orf51	Hs.371690	chr18q22.3
229646_at	Sine oculis binding protein homolog (Drosophila)	SOBP	Hs.445244	chr6q21
229647_at	---	---	---	---
229648_at	---	---	Hs.594352	---
229649_at	neurexin 3	NRXN3	Hs.368307	chr14q31
229650_s_at	chromosome 19 open reading frame 42	C19orf42	Hs.356467	chr19p13.11
229651_at	seizure related 6 homolog (mouse)	SEZ6	Hs.21837	chr17q11.2
229652_s_at	forkhead box N3	FOXN3	Hs.434286	chr14q31.3
229653_at	vacuolar protein sorting 53 homolog (S. cerevisiae)	VPS53	Hs.461819	chr17p13.3
229654_at	Zinc finger protein 44	ZNF44	Hs.296731	chr19p13.2
229655_at	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A5"	FAM19A5	Hs.436854	chr22q13.32
229656_s_at	similar to echinoderm microtubule associated protein like 5	FLJ42562	Hs.656692	chr2p16.1
229657_at	"thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"	THRB	Hs.187861	chr3p24.2
229658_at	"Bromodomain adjacent to zinc finger domain, 1B"	BAZ1B	Hs.714808	chr7q11.23
229659_s_at	Polymeric immunoglobulin receptor	PIGR	Hs.497589	chr1q31-q41
229660_at	chromosome 16 open reading frame 55	C16orf55	Hs.655171	chr16q24.3
229661_at	sal-like 4 (Drosophila)	SALL4	Hs.517113	chr20q13.13-q13.2
229662_at	mutS homolog 3 (E. coli)	MSH3	Hs.280987	chr5q11-q12
229663_at	"lon peptidase 2, peroxisomal"	LONP2	Hs.706828	chr16q12.1
229664_at	mitogen-activated protein kinase 8	MAPK8	Hs.138211	chr10q11.22
229665_at	"cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa"	CSTF3	Hs.44402	chr11p13
229666_s_at	"cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa"	CSTF3	Hs.44402	chr11p13
229667_s_at	homeobox B8	HOXB8	Hs.514292	chr17q21.3
229668_at	hypothetical protein LOC90393	LOC90393	Hs.633084	chr15q25.2
229669_at	hypothetical gene supported by BC072410	LOC440416	---	chr17p11.2
229670_at	---	---	Hs.180284	---
229671_s_at	Chromosome 21 open reading frame 45	C21orf45	Hs.190518	chr21q22.11
229672_at	ubiquinol-cytochrome c reductase complex chaperone	UQCC	Hs.714359	chr20q11.22
229673_at	---	---	Hs.594106	---
229674_at	SERTA domain containing 4	SERTAD4	Hs.600545	chr1q32.1-q41
229675_at	MYC induced nuclear antigen	MINA	Hs.607776	chr3q11.2
229676_at	PAP associated domain containing 1	PAPD1	Hs.173946	chr10p11.23
229677_at	"solute carrier family 39 (zinc transporter), member 3"	SLC39A3	Hs.515046	chr19p13.3
229678_at	Hypothetical LOC728431	LOC728431	Hs.380738	chr1p34.3
229679_at	FLJ40142 protein	FLJ40142	Hs.44817	chr12q24.11
229680_at	Coiled-coil domain containing 44	CCDC44	Hs.174134	chr17q23.3
229681_at	---	---	Hs.599661	---
229682_at	"Microtubule-associated protein, RP/EB family, member 3"	MAPRE3	Hs.515860	chr2p23.3-p23.1
229683_s_at	Potassium channel tetramerisation domain containing 15	KCTD15	Hs.221873	chr19q13.11
229684_s_at	Zinc finger protein 644	ZNF644	Hs.173001	chr1p22.2
229685_at	hypothetical LOC100134937	LOC100134937	Hs.659762	---
229686_at	"purinergic receptor P2Y, G-protein coupled, 8"	P2RY8	Hs.111377	chrXp22.33; Yp11.3
229687_s_at	---	---	Hs.586715	---
229688_at	---	---	Hs.586715	---
229689_s_at	---	---	Hs.652690	---
229690_at	"family with sequence similarity 109, member A"	FAM109A	Hs.173088	chr12q24.12
229691_at	Zinc finger and BTB domain containing 42	ZBTB42	Hs.170853	chr14q32.33
229692_at	---	---	Hs.634756	---
229693_at	transmembrane protein 220	TMEM220	Hs.462230	chr17p13.1
229694_at	bromodomain and WD repeat domain containing 2	BRWD2	Hs.144447	chr10q26
229695_at	---	---	Hs.658287	---
229696_at	ferrochelatase (protoporphyria)	FECH	Hs.365365	chr18q21.3
229697_at	HIRA interacting protein 3	HIRIP3	Hs.592046	chr16p11.2
229698_at	---	---	Hs.709517	---
229699_at	hypothetical protein LOC100129550	LOC100129550	Hs.61558	chr3q21.1
229700_at	zinc finger protein 738	ZNF738	Hs.359535	chr19p12
229701_at	"DnaJ (Hsp40) homolog, subfamily C, member 9"	DNAJC9	Hs.654694	chr10q22.2
229702_at	"casein kinase 1, gamma 3"	CSNK1G3	Hs.129206	chr5q23
229703_at	"Discs, large homolog 1 (Drosophila)"	DLG1	Hs.292549	chr3q29
229704_at	---	---	Hs.646051	---
229705_at	---	---	Hs.632871	---
229706_at	transcription elongation regulator 1	TCERG1	Hs.443465	chr5q31
229707_at	zinc finger protein 606	ZNF606	Hs.654967	chr19q13.4
229708_at	Chromosome 9 open reading frame 167	C9orf167	Hs.495541	chr9q34.3
229709_at	"ATPase, Na+/K+ transporting, beta 3 polypeptide"	ATP1B3	Hs.477789	chr3q23
229710_at	---	---	Hs.633078	---
229711_s_at	hypothetical protein MGC5370	MGC5370	Hs.484551	chr12q14.3
229712_at	"small nuclear RNA activating complex, polypeptide 3, 50kDa"	SNAPC3	Hs.546299	chr9p22.3
229713_at	---	---	Hs.644929	---
229714_at	heparan sulfate 6-O-sulfotransferase 3	HS6ST3	Hs.171001	chr13q32.1
229715_at	---	---	Hs.146274	---
229716_at	---	---	Hs.550803	---
229717_at	adhesion molecule with Ig-like domain 3 /// GDP-mannose pyrophosphorylase B	AMIGO3 /// GMPPB	Hs.567488	chr3p21 /// chr3p21.31
229718_at	NEDD4 binding protein 2-like 1	N4BP2L1	Hs.161220	chr13q12-q13
229719_s_at	"Der1-like domain family, member 3"	DERL3	Hs.593679	chr22q11.23
229720_at	BCL2-associated athanogene	BAG1	Hs.377484	chr9p12
229721_x_at	"Der1-like domain family, member 3"	DERL3	Hs.593679	chr22q11.23
229722_at	---	---	Hs.598768	---
229723_at	T-cell activation RhoGTPase activating protein	TAGAP	Hs.529984	chr6q25.3
229724_at	"gamma-aminobutyric acid (GABA) A receptor, beta 3"	GABRB3	Hs.302352	chr15q11.2-q12
229725_at	Acyl-CoA synthetase long-chain family member 6	ACSL6	Hs.14945	chr5q31
229726_at	GRB2-related adaptor protein	GRAP	Hs.567416	chr17p11.2
229727_x_at	"family with sequence similarity 148, member B"	FAM148B	Hs.144372	chr15q22.2
229728_at	---	---	---	---
229729_at	chromosome 9 open reading frame 127	C9orf127	Hs.493808	chr9p13.3
229730_at	smoothelin-like 2	SMTNL2	Hs.441709	chr17p13.2
229731_at	forkhead box S1	FOXS1	Hs.516971	chr20q11.21
229732_at	zinc finger protein 823	ZNF823	Hs.142167	chr19p13.2
229733_s_at	---	---	Hs.713089	---
229734_at	Hypothetical LOC283174	LOC283174	Hs.504370	chr11q25
229735_s_at	---	---	Hs.708897	---
229736_at	transmembrane protein 86B	TMEM86B	Hs.135215	chr19q13.42
229737_at	hypothetical protein LOC100134123	LOC100134123	---	---
229738_at	"dynein, axonemal, heavy chain 10"	DNAH10	Hs.622654	chr12q24.31
229739_s_at	"family with sequence similarity 116, member B"	FAM116B	Hs.530380	chr22q13.33
229740_at	PP12104	LOC643008	Hs.528605	chr17q25.1
229741_at	virus-induced signaling adapter	VISA	Hs.570362	chr20p13
229742_at	chromosome 15 open reading frame 61	C15orf61	Hs.438385	chr15q23
229743_at	zinc finger protein 438	ZNF438	Hs.660642	chr10p11.23
229744_at	Sperm specific antigen 2	SSFA2	Hs.591602	chr2q31.3
229745_x_at	"Dapper, antagonist of beta-catenin, homolog 3 (Xenopus laevis)"	DACT3	Hs.515490	chr19q13.32
229746_x_at	---	---	Hs.654883	---
229747_x_at	"Similar to pleckstrin homology domain containing, family M (with RUN domain) member 1; adapter protein 162"	MGC40489	Hs.714849	chr17q24
229748_x_at	hypothetical protein LOC100132288 /// similar to hypothetical protein MGC27019 /// similar to tektin 4	LOC100132288 /// LOC389833 /// LOC728312	Hs.487562	---
229749_at	anoctamin 4	ANO4	Hs.58785	chr12q23.1-q23.2
229750_at	POU class 2 homeobox 2	POU2F2	Hs.654420	chr19q13.2
229751_s_at	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	PUS7L	Hs.445814	chr12q12
229752_at	IKAROS family zinc finger 4 (Eos)	IKZF4	Hs.553221	chr12q13
229753_at	POU class 2 homeobox 1	POU2F1	Hs.493649	chr1q22-q23
229754_at	---	---	Hs.586059	---
229755_x_at	Delta-like 3 (Drosophila)	DLL3	Hs.127792	chr19q13
229756_at	---	---	Hs.659481	---
229757_at	---	---	Hs.129095	---
229758_at	tigger transposable element derived 5	TIGD5	Hs.71574	chr8q24.3
229759_s_at	ventricular zone expressed PH domain homolog 1 (zebrafish)	VEPH1	Hs.658046	chr3q24-q25
229760_at	ventricular zone expressed PH domain homolog 1 (zebrafish)	VEPH1	Hs.658046	chr3q24-q25
229761_at	LOC440173	LOC440173	---	chr14q12
229762_at	Chromosome 7 open reading frame 38	C7orf38	Hs.596587	chr7q22.1
229763_at	forkhead box P4	FOXP4	Hs.131436	chr6p21.1
229764_at	tumor protein p63 regulated 1	TPRG1	Hs.338851	chr3q28
229765_at	zinc finger protein 207	ZNF207	Hs.500775	chr17q11.2
229766_at	zinc finger protein 445	ZNF445	Hs.250481	chr3p21.32
229767_at	Tubulin folding cofactor D	TBCD	Hs.714725	chr17q25.3
229768_at	"olfactory receptor, family 51, subfamily E, member 1"	OR51E1	Hs.470038	chr11p15.4
229769_at	---	---	---	---
229770_at	glycosyltransferase 1 domain containing 1	GLT1D1	Hs.655668	chr12q24.32
229771_at	Transmembrane protein 41A	TMEM41A	Hs.634586	chr3q27.2
229772_at	"defensin, beta 123"	DEFB123	Hs.122509	chr20q11.1
229773_at	"Synaptosomal-associated protein, 23kDa"	SNAP23	Hs.714805	chr15q15.1
229774_at	CXXC finger 4	CXXC4	Hs.12248	chr4q22-q24
229775_s_at	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"	MLLT4	Hs.644024	chr6q27
229776_at	"solute carrier organic anion transporter family, member 3A1"	SLCO3A1	Hs.311187	chr15q26
229777_at	clarin 3	CLRN3	Hs.242014	chr10q26.2
229778_at	chromosome 12 open reading frame 39	C12orf39	Hs.130692	chr12p12.1
229779_at	"collagen, type IV, alpha 4"	COL4A4	Hs.591645	chr2q35-q37
229780_at	---	---	Hs.595842	---
229781_at	---	---	Hs.304253	---
229782_at	rhabdomyosarcoma 2 associated transcript (non-protein coding)	RMST	Hs.652568	chr12q23.1|12q21
229783_at	hypothetical protein LOC728163	LOC728163	---	chr15q25.3
229784_at	hypothetical protein MGC16121	MGC16121	Hs.416379	chrXq26.3
229785_at	"KRIT1, ankyrin repeat containing"	KRIT1	Hs.531987	chr7q21-q22
229786_at	---	---	Hs.423336	---
229787_s_at	---	---	Hs.705676	---
229788_s_at	---	---	---	---
229789_at	tigger transposable element derived 3	TIGD3	Hs.632121	chr11q13.1
229790_at	telomeric repeat binding factor 2	TERF2	Hs.63335	chr16q22.1
229791_at	Lysophosphatidylcholine acyltransferase 2	LPCAT2	Hs.460857	chr16q12.2
229792_at	kelch-like 17 (Drosophila)	KLHL17	Hs.109212	chr1p36.33
229793_at	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B	ASAH2B	Hs.710005	chr10q11.23
229794_at	zinc finger protein 585A	ZNF585A	Hs.659236	chr19q13.12
229795_at	---	---	Hs.48945	---
229796_at	SIX homeobox 4	SIX4	Hs.97849	chr14q23
229797_at	mucolipin 3	MCOLN3	Hs.535239	chr1p22.3
229798_s_at	---	---	---	---
229799_s_at	neural cell adhesion molecule 1	NCAM1	Hs.503878	chr11q23.1
229800_at	Doublecortin-like kinase 1	DCLK1	Hs.507755	chr13q13
229801_at	chromosome 10 open reading frame 47	C10orf47	Hs.435775	chr10p14
229802_at	---	---	Hs.593316	---
229803_s_at	---	---	Hs.597332	---
229804_x_at	COBW domain containing 1 /// COBW domain containing 2 /// COBW domain containing 3 /// COBW domain containing 5 /// COBW domain containing 6	CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6	Hs.597638	chr2q14.1 /// chr9p24.3 /// chr9q12 /// chr9q13
229805_at	"Zinc finger, DHHC-type containing 22"	ZDHHC22	Hs.525485	chr14q24.3
229806_at	Glutamine-rich 1	QRICH1	Hs.297389	chr3p21.31
229807_s_at	MYC-associated zinc finger protein (purine-binding transcription factor)	MAZ	Hs.23650	chr16p11.2
229808_at	"Chromatin assembly factor 1, subunit A (p150)"	CHAF1A	Hs.79018	chr19p13.3
229809_at	---	---	Hs.555886	---
229810_at	---	---	Hs.391527	---
229811_at	---	---	Hs.632964	---
229812_at	ubiquitin specific peptidase 48	USP48	Hs.467524	chr1p36.12
229813_x_at	DAZ associated protein 1	DAZAP1	Hs.222510	chr19p13.3
229814_at	---	---	Hs.406106	---
229815_at	---	---	Hs.559426	---
229816_at	WD repeat domain 78	WDR78	Hs.49421	chr1p31.3
229817_at	zinc finger protein 608	ZNF608	Hs.266616	chr5q23.2
229818_at	SV2 related protein homolog (rat)	SVOP	Hs.4221	chr12q24.11
229819_at	alpha-1-B glycoprotein	A1BG	Hs.529161	chr19q13.4
229820_at	hypothetical gene supported by AK128346	LOC440993	Hs.709411	chr3q29
229821_at	---	---	Hs.596756	---
229822_at	---	---	Hs.437857	---
229823_at	---	---	Hs.709812	---
229824_at	---	---	Hs.292737	---
229825_at	Polo-like kinase 3 (Drosophila)	PLK3	Hs.632415	chr1p34.1
229826_at	similar to CG32736-PA	LOC440957	Hs.660577	chr3p21.1
229827_at	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3	Hs.418533	chr10q26
229828_at	---	---	Hs.378996	---
229829_at	chromosome 18 open reading frame 18	C18orf18	Hs.657197	chr18p11.31
229830_at	Platelet-derived growth factor alpha polypeptide	PDGFA	Hs.535898	chr7p22
229831_at	contactin 3 (plasmacytoma associated)	CNTN3	Hs.12723	chr3p26
229832_x_at	SH3 domain and tetratricopeptide repeats 1	SH3TC1	Hs.479116	chr4p16.1
229833_at	---	---	Hs.422967	---
229834_at	nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	Hs.257970	chr19p13.3
229835_s_at	---	---	Hs.656865	---
229836_s_at	Nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	NUDT4P1	Hs.601274	chr1q21.1
