ID	Gene Symbol	Gene Title
97997_at	Sfrp1	secreted frizzled-related sequence protein 1
97998_at	Atn1	atrophin 1
98000_at	Muc13	"mucin 13, epithelial transmembrane"
98001_at	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1
98002_at	Irf8	interferon regulatory factor 8
98003_at	Lilrb3 /// LOC619608	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 /// hypothetical LOC619608"
98004_at	Pkia	"protein kinase inhibitor, alpha"
98005_at	Pkia	"protein kinase inhibitor, alpha"
98006_at	Pola2	"polymerase (DNA directed), alpha 2"
98007_at	Rps6ka2	"ribosomal protein S6 kinase, polypeptide 2"
98008_at	Cx3cl1	chemokine (C-X3-C motif) ligand 1
98010_at	Nfe2	"nuclear factor, erythroid derived 2"
98011_at	Gabbr1	"gamma-aminobutyric acid (GABA-B) receptor, 1"
98013_at	D15Ertd621e	"DNA segment, Chr 15, ERATO Doi 621, expressed"
98014_at	Itih1	"inter-alpha trypsin inhibitor, heavy chain 1"
98015_at	Scamp3	secretory carrier membrane protein 3
98016_at	Larp7	"La ribonucleoprotein domain family, member 7"
98017_at	Pelo	pelota homolog (Drosophila)
98018_at	Procr	"protein C receptor, endothelial"
98019_at	Tgfb1i1	transforming growth factor beta 1 induced transcript 1
98020_at	Drg1	developmentally regulated GTP binding protein 1
98021_at	Polr1e	polymerase (RNA) I polypeptide E
98022_at	Pcsk7	proprotein convertase subtilisin/kexin type 7
98023_r_at	Prl7d1	"prolactin family 7, subfamily d, member 1"
98024_at	Nfyb	nuclear transcription factor-Y beta
98025_at	Evi2a	ecotropic viral integration site 2a
98026_g_at	Evi2a	ecotropic viral integration site 2a
98027_at	Col9a2	"procollagen, type IX, alpha 2"
98028_at	Twist1	twist gene homolog 1 (Drosophila)
98029_at	3110056O03Rik	RIKEN cDNA 3110056O03 gene
98030_at	Trim30	tripartite motif protein 30
98031_at	Bok	Bcl-2-related ovarian killer protein
98032_at	Zfp35	zinc finger protein 35
98033_at	1100001H23Rik	RIKEN cDNA 1100001H23 gene
98034_at	H2-DMb1	"histocompatibility 2, class II, locus Mb1"
98035_g_at	H2-DMb1	"histocompatibility 2, class II, locus Mb1"
98036_at	Marveld1	MARVEL (membrane-associating) domain containing 1
98037_at	Hbxip	hepatitis B virus x interacting protein
98038_at	Hmgb3	high mobility group box 3
98039_at	2410015M20Rik	RIKEN cDNA 2410015M20 gene
98040_at	Tcfe2a	transcription factor E2a
98041_at	Rnase1	"ribonuclease, RNase A family, 1 (pancreatic)"
98042_at	Scpep1	serine carboxypeptidase 1
98044_at	Dab2	disabled homolog 2 (Drosophila)
98045_s_at	Dab2	disabled homolog 2 (Drosophila)
98047_at	5730410I19Rik	RIKEN cDNA 5730410I19 gene
98048_at	Fusip1 /// LOC432730	FUS interacting protein (serine-arginine rich) 1 /// hypothetical LOC432730
98049_at	1300018I05Rik	RIKEN cDNA 1300018I05 gene
98051_at	Ric8	resistance to inhibitors of cholinesterase 8 homolog (C. elegans)
98052_at	Bet1l	blocked early in transport 1 homolog (S. cerevisiae)-like
98053_at	Ywhab	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
98054_at	Ecm1	extracellular matrix protein 1
98055_at	Blcap	bladder cancer associated protein homolog (human)
98056_at	Phlda3	"pleckstrin homology-like domain, family A, member 3"
98057_at	Rnf166	ring finger protein 166
98059_s_at	Lmna	lamin A
98060_at	Lmna	lamin A
98061_at	Nudt16l1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1
98063_at	Glycam1	glycosylation dependent cell adhesion molecule 1
98064_at	Aamp	angio-associated migratory protein
98065_at	Ormdl3	ORM1-like 3 (S. cerevisiae)
98066_r_at	Brd2	bromodomain containing 2
98067_at	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)
98069_s_at	Suds3	suppressor of defective silencing 3 homolog (S. cerevisiae)
98070_at	Suds3	suppressor of defective silencing 3 homolog (S. cerevisiae)
98071_f_at	Dck	deoxycytidine kinase
98072_r_at	Dck	deoxycytidine kinase
98073_at	Cutl1	cut-like 1 (Drosophila)
98075_at	Cdc123	cell division cycle 123 homolog (S. cerevisiae)
98076_at	Erp29	endoplasmic reticulum protein 29
98077_at	Snrpd3	small nuclear ribonucleoprotein D3
98078_at	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
98079_at	Car14	carbonic anhydrase 14
98081_at	Rpo1-3	RNA polymerase 1-3
98082_at	Rpo1-3	RNA polymerase 1-3
98083_at	Klf6	Kruppel-like factor 6
98084_at	Arl2bp	ADP-ribosylation factor-like 2 binding protein
98085_f_at	Rps28	ribosomal protein S28
98086_r_at	Rps28	ribosomal protein S28
98087_at	Tbk1	TANK-binding kinase 1
98088_at	Cd14	CD14 antigen
98089_at	1190005P17Rik	RIKEN cDNA 1190005P17 gene
98090_at	Krr1	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
98092_at	Plac8	placenta-specific 8
98094_f_at	Amfr	autocrine motility factor receptor
98096_f_at	Cog8	component of oligomeric golgi complex 8
98097_r_at	Cog8	component of oligomeric golgi complex 8
98098_at	Car1	carbonic anhydrase 1
98099_at	Nudt9	nudix (nucleoside diphosphate linked moiety X)-type motif 9
98101_at	Gtf2a2	"general transcription factor II A, 2"
98102_at	Pdha1	pyruvate dehydrogenase E1 alpha 1
98104_at	Atp6v0b	"ATPase, H+ transporting, lysosomal V0 subunit B"
98106_at	Timm44	translocase of inner mitochondrial membrane 44
98107_at	Coro1c	"coronin, actin binding protein 1C"
98108_at	Crabp1	cellular retinoic acid binding protein I
98109_at	Mrpl55	mitochondrial ribosomal protein L55
98110_at	Mdm2	transformed mouse 3T3 cell double minute 2
98111_at	Hsp110	heat shock protein 110
98112_r_at	Lap3	leucine aminopeptidase 3
98113_at	Psmb1	"proteasome (prosome, macropain) subunit, beta type 1"
98114_at	Npc1	Niemann Pick type C1
98116_at	Hpxn	hemopexin
98117_at	Ndufa1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1"
98118_at	Ndufa1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1"
98119_at	EG625281 /// EG664969 /// EG667779 /// LOC666899 /// LOC669479 /// LOC670014 /// LOC671807 /// LOC675317 /// LOC675333 /// LOC677010 /// Rpl30	"ribosomal protein L30 /// predicted gene, EG625281 /// predicted gene, EG664969 /// similar to ribosomal protein L30 /// predicted gene, EG667779"
98120_at	Mrpl27	mitochondrial ribosomal protein L27
98121_at	Fnta	"farnesyltransferase, CAAX box, alpha"
98122_at	Lmo4	LIM domain only 4
98123_at	Aadat	aminoadipate aminotransferase
98124_at	0610011F06Rik	RIKEN cDNA 0610011F06 gene
98125_at	Tm2d3	TM2 domain containing 3
98126_s_at	Atp2a1	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
98127_at	Capza2	"capping protein (actin filament) muscle Z-line, alpha 2"
98128_at	Atp5j	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F"
98129_at	Tmsb10	"thymosin, beta 10"
98130_at	Txn2	thioredoxin 2
98131_at	Cryz	"crystallin, zeta"
98132_at	Cycs /// LOC670717 /// LOC672195	"cytochrome c, somatic /// similar to Cytochrome c, somatic"
98133_at	Calb1	calbindin-28K
98134_at	2610101N10Rik	RIKEN cDNA 2610101N10 gene
98135_r_at	Otud6b	OTU domain containing 6B
98136_at	LOC671878 /// Sms	spermine synthase /// similar to Spermine synthase (Spermidine aminopropyltransferase) (SPMSY)
98137_at	Car5a	"carbonic anhydrase 5a, mitochondrial"
98138_at	Rpl7l1	ribosomal protein L7-like 1
98139_at	Vdac1	voltage-dependent anion channel 1
98140_at	Cdh1	cadherin 1
98141_at	Eif5b	eukaryotic translation initiation factor 5B
98142_at	Eif5b	eukaryotic translation initiation factor 5B
98143_at	Fut8	fucosyltransferase 8
98144_f_at	Tspan31	tetraspanin 31
98146_at	Nup88	nucleoporin 88
98147_at	Usp5	ubiquitin specific peptidase 5 (isopeptidase T)
98148_at	1110033J19Rik	RIKEN cDNA 1110033J19 gene
98149_s_at	1110033J19Rik	RIKEN cDNA 1110033J19 gene
98150_at	Rab11b	"RAB11B, member RAS oncogene family"
98151_s_at	Ctnnd1	"catenin (cadherin associated protein), delta 1"
98152_at	Ctnnd1	"catenin (cadherin associated protein), delta 1"
98153_at	Cct3	chaperonin subunit 3 (gamma)
98154_at	Gtf3c2	"general transcription factor IIIC, polypeptide 2, beta"
98155_r_at	Pold2	"polymerase (DNA directed), delta 2, regulatory subunit"
98168_at	Rpl7a	ribosomal protein L7a
98169_s_at	Fzd3	frizzled homolog 3 (Drosophila)
98240_at	Il12rb1	"interleukin 12 receptor, beta 1"
98245_at	Csnk2a2	"casein kinase 2, alpha prime polypeptide"
98247_at	Aak1	AP2 associated kinase 1
98254_f_at	Ccrn4l /// Cog6 /// ENSMUSG00000073624 /// ENSMUSG00000075496 /// Sgip1	"CCR4 carbon catabolite repression 4-like (S. cerevisiae) /// component of oligomeric golgi complex 6 /// SH3-domain GRB2-like (endophilin) interacting protein 1 /// predicted gene, ENSMUSG00000073624 /// predicted gene, ENSMUSG00000075496"
98276_at	Gab2	growth factor receptor bound protein 2-associated protein 2
98277_at	Ikzf4	IKAROS family zinc finger 4
98278_at	Spry4	sprouty homolog 4 (Drosophila)
98279_at	Insrr	insulin receptor-related receptor
98280_at	Mmp16	matrix metallopeptidase 16
98281_at	AJ242955	"hypothetical protein, P4(21)n gene"
98282_at	Icos	inducible T-cell co-stimulator
98283_at	Xrn1	5'-3' exoribonuclease 1
98284_f_at	H2-T18	"histocompatibility 2, T region locus 18"
98285_at	LOC677248	similar to zinc finger protein 146
98286_at	Ly6g6d	"lymphocyte antigen 6 complex, locus G6D"
98287_at	Dpp6	dipeptidylpeptidase 6
98288_at	Klk4	"kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)"
98289_at	Elf4	E74-like factor 4 (ets domain transcription factor)
98290_at	Plcg1	"phospholipase C, gamma 1"
98291_at	B3galt6	"UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6"
98292_at	Gsbs	G substrate
98293_g_at	Gsbs	G substrate
98294_at		
98295_at	Cyp2c39	"cytochrome P450, family 2, subfamily c, polypeptide 39"
98296_at	Tulp1	tubby like protein 1
98297_at	Lgr5	leucine rich repeat containing G protein coupled receptor 5
98298_at	Dpysl2	dihydropyrimidinase-like 2
98299_s_at	Slfn3 /// Slfn4	schlafen 3 /// schlafen 4
98300_at	Cacna2d3	"calcium channel, voltage-dependent, alpha2/delta subunit 3"
98301_at	Tectb	tectorin beta
98302_at	Scn10a	"sodium channel, voltage-gated, type X, alpha"
98303_at	Cep110	centrosomal protein 110
98304_at	Tlr6	toll-like receptor 6
98305_at	Foxm1	forkhead box M1
98306_g_at	Foxm1	forkhead box M1
98307_at	Rasgrp1	RAS guanyl releasing protein 1
98308_at	Myh1	"myosin, heavy polypeptide 1, skeletal muscle, adult"
98309_at	Ccbp2	chemokine binding protein 2
98310_at	Znrf4	zinc and ring finger 4
98311_at	Pmfbp1	polyamine modulated factor 1 binding protein 1
98312_at	Rspo1	R-spondin homolog (Xenopus laevis)
98313_at	Odz4	odd Oz/ten-m homolog 4 (Drosophila)
98314_g_at	Odz4	odd Oz/ten-m homolog 4 (Drosophila)
98315_at	Tecta	tectorin alpha
98316_at	Chic1	cysteine-rich hydrophobic domain 1
98317_at	Phox2b	paired-like homeobox 2b
98318_at	Cd70	CD70 antigen
98319_at	Dsg2	desmoglein 2
98320_at	Cyp26a1	"cytochrome P450, family 26, subfamily a, polypeptide 1"
98321_at	Olfr90	olfactory receptor 90
98322_at	Slc22a5	"solute carrier family 22 (organic cation transporter), member 5"
98323_at	Ccr9	chemokine (C-C motif) receptor 9
98324_at	Foxa3	forkhead box A3
98325_at	AA517545	expressed sequence AA517545
98326_f_at	Ccdc96	coiled-coil domain containing 96
98327_at	Usp45	Ubiquitin specific petidase 45
98328_at	Tshr	thyroid stimulating hormone receptor
98329_at	Pfkfb2	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
98330_at	Zic3	zinc finger protein of the cerebellum 3
98331_at	Col3a1	"procollagen, type III, alpha 1"
98332_at	Kcnj9	"potassium inwardly-rectifying channel, subfamily J, member 9"
98333_at	Rps18	ribosomal protein S18
98334_at	Crtam	cytotoxic and regulatory T cell molecule
98335_at	Rfc1	replication factor C (activator 1) 1
98336_s_at	Rfc1	replication factor C (activator 1) 1
98337_at	Nkx1-2	"NK1 transcription factor related, locus 2 (Drosophila)"
98338_at	En2	engrailed 2
98339_at	Syt11	synaptotagmin XI
98340_at	AA407331	expressed sequence AA407331
98341_f_at	Mybbp1a	MYB binding protein (P160) 1a
98342_at	Rpl10	ribosomal protein 10
98343_s_at	Zfy2	"zinc finger protein 2, Y linked"
98344_f_at	EG245297 /// EG668662	"predicted gene, EG245297 /// predicted gene, EG668662"
98345_at	AA536748	expressed sequence AA536748
98346_at	Tsku	tsukushin
98347_at	Cdx4	caudal type homeo box 4
98348_at	Fzd3	frizzled homolog 3 (Drosophila)
98349_at	Il6st	interleukin 6 signal transducer
98350_at	Sstr2	somatostatin receptor 2
98351_g_at	Sstr2	somatostatin receptor 2
98352_r_at	Sstr2	somatostatin receptor 2
98353_at	BC013476 /// Cyp4a10	"cytochrome P450, family 4, subfamily a, polypeptide 10 /// cDNA sequence BC013476"
98354_at	Ptcra	pre T-cell antigen receptor alpha
98355_at	Gpr133 /// LOC669205	G protein-coupled receptor 133 /// similar to G protein-coupled receptor 133
98356_at	D16Wsu65e	"DNA segment, Chr 16, Wayne State University 65, expressed"
98357_at	AA545190	EST AA545190
98358_at	4933416E03Rik	RIKEN cDNA 4933416E03 gene
98360_at	Cacna1b	"calcium channel, voltage-dependent, N type, alpha 1B subunit"
98361_at	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1
98362_s_at	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1
98363_at	Nxph2	neurexophilin 2
98364_at	Kcnd2	"potassium voltage-gated channel, Shal-related family, member 2"
98365_at	Nos1	"nitric oxide synthase 1, neuronal"
98366_at	Itgav	integrin alpha V
98367_at	Hoxd3	homeo box D3
98368_at	Prkg2	"protein kinase, cGMP-dependent, type II"
98369_f_at	ENSMUSG00000075496	"predicted gene, ENSMUSG00000075496"
98370_at	Upk2	uroplakin 2
98371_at	Cbfa2t2	"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)"
98372_at	Aldh1a3	"aldehyde dehydrogenase family 1, subfamily A3"
98373_at	Ms4a4c	"membrane-spanning 4-domains, subfamily A, member 4C"
98374_at	Il5	interleukin 5
98375_at	Vipr2	vasoactive intestinal peptide receptor 2
98376_at	Epha5	Eph receptor A5
98379_r_at	EG621205 /// Rfwd2	"ring finger and WD repeat domain 2 /// predicted gene, EG621205"
98380_at	Kcnh1	"potassium voltage-gated channel, subfamily H (eag-related), member 1"
98381_at	Nat12	N-acetyltransferase 12
98382_f_at	EG114600 /// EG381818 /// LOC674323 /// Prpmp5	"predicted gene, EG114600 /// predicted gene, EG381818 /// proline-rich protein MP5 /// similar to proline rich protein MP4"
98383_r_at	Prpmp5	proline-rich protein MP5
98384_at	Ptk6	PTK6 protein tyrosine kinase 6
98385_at	Ptpn14	"protein tyrosine phosphatase, non-receptor type 14"
98386_s_at	Cacna1c	"calcium channel, voltage-dependent, L type, alpha 1C subunit"
98387_at	Bdkrb2	"bradykinin receptor, beta 2"
98388_at	Mtrf1l	Mitochondrial translational release factor 1-like
98389_at	Crlf1	Cytokine receptor-like factor 1
98390_at	Impdh1	inosine 5'-phosphate dehydrogenase 1
98391_at	Klk1b11	kallikrein 1-related peptidase b11
98392_at	Lag3	lymphocyte-activation gene 3
98394_at	Dlx1	distal-less homeobox 1
98395_at	Crhr2	corticotropin releasing hormone receptor 2
98397_at	Blzf1	basic leucine zipper nuclear factor 1
98398_s_at	Apobec1	apolipoprotein B editing complex 1
98400_at	Cenpk	centromere protein K
98401_at	Hsd3b3	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3"
98402_at	Macf1	microtubule-actin crosslinking factor 1
98403_at	Gna-rs1	"guanine nucleotide binding protein, related sequence 1"
98404_at	U2af2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2
98405_at	Serpinb9	"serine (or cysteine) peptidase inhibitor, clade B, member 9"
98406_at	Ccl5	chemokine (C-C motif) ligand 5
98407_at	Efnb1	ephrin B1
98408_at	Hhex	hematopoietically expressed homeobox
98409_at	Myo1b	myosin IB
98410_at	Iigp2	interferon inducible GTPase 2
98413_at	Pdlim7	PDZ and LIM domain 7
98414_at	Zfp42	zinc finger protein 42
98415_at	Crlf3	cytokine receptor-like factor 3
98416_at	Traf2	Tnf receptor-associated factor 2
98417_at	Mx1	myxovirus (influenza virus) resistance 1
98418_at	Dvl1	"dishevelled, dsh homolog 1 (Drosophila)"
98419_at	Meox1	mesenchyme homeobox 1
98420_at	Impa2	inositol (myo)-1(or 4)-monophosphatase 2
98421_at	Il17d	Interleukin 17D
98423_at	Gjb2	gap junction membrane channel protein beta 2
98424_at	Ptpn13	"protein tyrosine phosphatase, non-receptor type 13"
98426_at	Ppt2	palmitoyl-protein thioesterase 2
98427_s_at	Nfkb1	"nuclear factor of kappa light chain gene enhancer in B-cells 1, p105"
98428_at	Spast	spastin
98429_at	Lypla2	lysophospholipase 2
98430_at	Surf5	surfeit gene 5
98431_at	Dusp12	dual specificity phosphatase 12
98432_at	X99384	cDNA sequence X99384
98433_at	Bid	BH3 interacting domain death agonist
98434_at	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)
98435_at	Adssl1	adenylosuccinate synthetase like 1
98436_s_at	Casp3	caspase 3
98437_at		
98438_f_at	H2-Q5 /// H2-Q7 /// H2-Q8 /// LOC630509 /// LOC674192	"histocompatibility 2, Q region locus 5 /// histocompatibility 2, Q region locus 7 /// histocompatibility 2, Q region locus 8 /// similar to H-2 class I histocompatibility antigen, Q7 alpha chain precursor (QA-2 antigen) /// region containing histocompatibility 2, Q region locus 9; histocompatibility 2, Q region locus 7"
98439_at	Rps6kb1	"ribosomal protein S6 kinase, polypeptide 1"
98440_at	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase
98441_at	Fmr1	fragile X mental retardation syndrome 1 homolog
98443_at	Lep	leptin
98444_g_at	Lep	leptin
98445_at	Gga1	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
98446_s_at	Cct3	chaperonin subunit 3 (gamma)
98447_at	Cebpa	"CCAAT/enhancer binding protein (C/EBP), alpha"
98448_at	Casc3	cancer susceptibility candidate 3
98449_at	Sart1	squamous cell carcinoma antigen recognized by T-cells 1
98451_at	Dnajb10	"DnaJ (Hsp40) homolog, subfamily B, member 10"
98452_at	Flt1	FMS-like tyrosine kinase 1
98453_at	Flt1	FMS-like tyrosine kinase 1
98454_at	Palm	paralemmin
98455_at	Atf2	activating transcription factor 2
98456_at	Stk19	serine/threonine kinase 19
98457_at	Slc4a4	"solute carrier family 4 (anion exchanger), member 4"
98458_at	1190007F08Rik	RIKEN cDNA 1190007F08 gene
98459_at	Shmt1	serine hydroxymethyltransferase 1 (soluble)
98460_at	AJ237917	cDNA sequence AJ237917
98461_at	Klc4	kinesin light chain 4
98462_s_at	Klc4	kinesin light chain 4
98463_at	Smarca4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
98464_at	Ankrd40	ankyrin repeat domain 40
98465_f_at	Ifi204 /// LOC672547	interferon activated gene 204 /// similar to Interferon-activatable protein 204 (Ifi-204) (Interferon-inducible protein p204)
98466_r_at	Ifi204 /// LOC672547	interferon activated gene 204 /// similar to Interferon-activatable protein 204 (Ifi-204) (Interferon-inducible protein p204)
98467_at	Itih4	"inter alpha-trypsin inhibitor, heavy chain 4"
98468_r_at	Brd1	bromodomain containing 1
98469_at	Aurkb	aurora kinase B
98470_at	Slc25a14	"solute carrier family 25 (mitochondrial carrier, brain), member 14"
98471_f_at	Kifc1	kinesin family member C1
98472_at	C920025E04Rik /// H2-T23	"histocompatibility 2, T region locus 23 /// RIKEN cDNA C920025E04 gene"
98473_at	Arg2	arginase type II
98474_r_at	Tnfaip6	tumor necrosis factor alpha induced protein 6
98475_at	Matn2	matrilin 2
98476_at	Ank3	"ankyrin 3, epithelial"
98477_s_at	Ank3	"ankyrin 3, epithelial"
98478_at	Ccng2	cyclin G2
98479_f_at	Nr2c2	"nuclear receptor subfamily 2, group C, member 2"
98480_s_at	Ren1 /// Ren2	renin 1 structural /// renin 2 tandem duplication of Ren1
98481_at	Masp2	mannan-binding lectin serine peptidase 2
98482_at	Pthr1	parathyroid hormone receptor 1
98483_at	Cacnb3	"calcium channel, voltage-dependent, beta 3 subunit"
98484_at	Ica1	islet cell autoantigen 1
98485_at	Rhpn2	"rhophilin, Rho GTPase binding protein 2"
98486_at	Stmn4	stathmin-like 4
98488_at	Myh4	"myosin, heavy polypeptide 4, skeletal muscle"
98489_at	Dlg7	"discs, large homolog 7 (Drosophila)"
98490_at	Arl8b	ADP-ribosylation factor-like 8B
98491_at	Arl8b	ADP-ribosylation factor-like 8B
98492_at	Cmtm7	CKLF-like MARVEL transmembrane domain containing 7
98493_at	3200002M19Rik	RIKEN cDNA 3200002M19 gene
98495_at	5033414D02Rik	RIKEN cDNA 5033414D02 gene
98496_at	Gys1	"glycogen synthase 1, muscle"
98497_at	Eps15l1	epidermal growth factor receptor pathway substrate 15-like 1
98498_at	Casp7	caspase 7
98499_s_at	Casp7	caspase 7
98500_at	Il1rl1	interleukin 1 receptor-like 1
98501_at	Il1rl1	interleukin 1 receptor-like 1
98502_at	Dusp19	dual specificity phosphatase 19
98503_at	Evi5	ecotropic viral integration site 5
98504_at	Rock2	Rho-associated coiled-coil containing protein kinase 2
98505_i_at	Cpox	coproporphyrinogen oxidase
98506_r_at	Cpox	coproporphyrinogen oxidase
98507_at	Nr1d1	"nuclear receptor subfamily 1, group D, member 1"
98508_s_at	Ppap2a	phosphatidic acid phosphatase 2a
98509_at	BC002199	cDNA sequence BC002199
98511_at	Raly	hnRNP-associated with lethal yellow
98512_at	Banp	Btg3 associated nuclear protein
98513_at	Gbl	G protein beta subunit-like
98514_at	Tfpi	tissue factor pathway inhibitor
98515_at	Gtf2e2	"general transcription factor II E, polypeptide 2 (beta subunit)"
98516_at	BC056474	cDNA sequence BC056474
98518_f_at	Crct1	cysteine-rich C-terminal 1
98519_r_at	Crct1	cysteine-rich C-terminal 1
98521_at	Vamp3	vesicle-associated membrane protein 3
98522_at	Psmd8	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
98523_at	Rps29	ribosomal protein S29
98524_f_at	Mtm1	X-linked myotubular myopathy gene 1
98525_f_at	Erdr1	erythroid differentiation regulator 1
98526_r_at	Erdr1	Erythroid differentiation regulator 1
98527_at	Dci	"dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenyme A isomerase)"
98528_at		
98529_at	Prl8a2	"prolactin family 8, subfamily a, member 2"
98530_at	Gas5	growth arrest specific 5
98531_g_at	Gas5	growth arrest specific 5
98532_at	Cdk2ap1	CDK2 (cyclin-dependent kinase 2)-associated protein 1
98533_at	Cyb5	cytochrome b-5
98534_at	Sap18	Sin3-associated polypeptide 18
98535_at	Comt	catechol-O-methyltransferase
98538_at	2610507B11Rik	RIKEN cDNA 2610507B11 gene
98539_at	Cops2	"COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)"
98540_g_at	Cops2	"COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)"
98543_at	Ctss	cathepsin S
98544_at	Guk1	guanylate kinase 1
98545_at	Phb2	prohibitin 2
98547_at	Mrps12	mitochondrial ribosomal protein S12
98549_at	Vtn	vitronectin
98550_at	Set	SET translocation
98552_at	Pmf1	polyamine-modulated factor 1
98553_at	Slmap	sarcolemma associated protein
98554_at	Ndrg3	N-myc downstream regulated gene 3
98555_at	Ttc3	tetratricopeptide repeat domain 3
98556_at	Psmb4	"proteasome (prosome, macropain) subunit, beta type 4"
98557_f_at	Psmb4	"proteasome (prosome, macropain) subunit, beta type 4"
98558_r_at	Psmb4	"proteasome (prosome, macropain) subunit, beta type 4"
98559_at	Smtn	smoothelin
98560_at	Cltb	"clathrin, light polypeptide (Lcb)"
98561_at	Tnni1	"troponin I, skeletal, slow 1"
98562_at	C1qa	"complement component 1, q subcomponent, alpha polypeptide"
98563_f_at	LOC433780 /// LOC666215 /// Mcrs1	microspherule protein 1 /// similar to Microspherule protein 1 (58 kDa microspherule protein)
98564_f_at	Rps26	ribosomal protein S26
98565_at	EG626175 /// EG664891 /// LOC676684 /// Rps26	"ribosomal protein S26 /// predicted gene, EG626175 /// predicted gene, EG664891 /// similar to 40S ribosomal protein S26"
98568_at	Prl3b1	"prolactin family 3, subfamily b, member 1"
98569_at	Slc25a25	"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
98570_at	Naca	nascent polypeptide-associated complex alpha polypeptide
98571_s_at	EG628277 /// LOC633817 /// LOC666761 /// LOC669373 /// LOC674918 /// Naca	"nascent polypeptide-associated complex alpha polypeptide /// predicted gene, EG628277 /// similar to nascent polypeptide-associated complex alpha polypeptide"
98572_at	Dnajb11	"DnaJ (Hsp40) homolog, subfamily B, member 11"
98573_r_at	Ranbp1	RAN binding protein 1
98574_at	Prpf8	pre-mRNA processing factor 8
98575_at	Fasn	fatty acid synthase
98577_f_at		
98578_at	Omt2b	"oocyte maturation, beta"
98579_at	Egr1	early growth response 1
98580_at	Ppm1a	"protein phosphatase 1A, magnesium dependent, alpha isoform"
98582_at	Hgd	"homogentisate 1, 2-dioxygenase"
98583_at	Btg4	B-cell translocation gene 4
98586_at	Nap1l1	nucleosome assembly protein 1-like 1
98587_at	Nap1l1	nucleosome assembly protein 1-like 1
98588_at	Fah	fumarylacetoacetate hydrolase
98589_at	Adfp	adipose differentiation related protein
98590_at	Sdc4	syndecan 4
98593_at	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase
98594_at	1190002N15Rik	RIKEN cDNA 1190002N15 gene
98595_at	Irak1	interleukin-1 receptor-associated kinase 1
98596_s_at	St3gal5	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
98597_at	Ube2l6	ubiquitin-conjugating enzyme E2L 6
98598_at	C78891	expressed sequence C78891
98599_at	Hdgfrp2	"hepatoma-derived growth factor, related protein 2"
98600_at	S100a11	S100 calcium binding protein A11 (calgizzarin)
98602_at	Rangap1	RAN GTPase activating protein 1
98603_s_at	Rangap1	RAN GTPase activating protein 1
98604_at	Rrp1	ribosomal RNA processing 1 homolog (S. cerevisiae)
98605_at	Wars	tryptophanyl-tRNA synthetase
98606_s_at	Wars	tryptophanyl-tRNA synthetase
98608_at	Etf1	eukaryotic translation termination factor 1
98609_at	9-Sep	septin 9
98610_at	Mrps28	mitochondrial ribosomal protein S28
98612_at	Cyp2d10	"cytochrome P450, family 2, subfamily d, polypeptide 10"
98613_at	Glod4	glyoxalase domain containing 4
98614_at	Nphp1	nephronophthisis 1 (juvenile) homolog (human)
98615_at	Tmem167	transmembrane protein 167
98616_f_at	LOC671894 /// LOC674761 /// Myh7	"myosin, heavy polypeptide 7, cardiac muscle, beta /// similar to myosin, heavy polypeptide 4, skeletal muscle /// similar to myosin, heavy polypeptide 7, cardiac muscle, beta"
98617_at	Wbp11	WW domain binding protein 11
98618_at	Dtymk	deoxythymidylate kinase
98619_at	Dtymk	deoxythymidylate kinase
98621_at	Gnptg	"N-acetylglucosamine-1-phosphotransferase, gamma subunit"
98622_at	Igf2	insulin-like growth factor 2
